,port-name,country,vessel_type_main,count,count_max,utilization_count,dwt,dwt_max,utilization_dwt,tat_median,tat_mean,id,handling_base,congestion,handling
4218,Puerto Bolivar,Ecuador,General cargo,3.6634615384615383,7,0.5233516483516484,48119.99879136434,94550.61854004883,0.5089337281382473,73.66972222222222,87.93060221638954,port1028,0.3168907897808617,1.2636414527311741,0.4004363379558172
4219,Puerto Bolivar,Ecuador,RoRo,0.16346153846153846,1,0.16346153846153846,3086.6826923076924,22715.0,0.13588741766707868,93.1780555555556,91.02434640522877,port1028,0.3293727100175688,1.0050184284027897,0.33102564338062473
4220,Puerto Bolivar,Ecuador,Tanker,0.3557692307692308,2,0.1778846153846154,3885.905611904762,23169.0,0.1677200402220537,14.739444444444445,41.53834084084084,port1028,0.3151053272170097,1.0094359334519756,0.3180786401149924
4221,Puerto Cabello,Venezuela,Container,1.9326923076923077,5,0.38653846153846155,43910.43207864918,119784.0,0.36658011152281755,44.43472222222226,50.64284549474847,port1029,0.2759419789992495,1.0985227879238686,0.30312855207548517
4222,Puerto Cabello,Venezuela,Dry bulk,1.75,6,0.2916666666666667,65914.31422625153,273904.0,0.2406475050610854,165.55166666666668,187.1428586691087,port1029,0.3010426032355297,1.0278723820304987,0.3094333776803663
4223,Puerto Cabello,Venezuela,General cargo,1.0480769230769231,4,0.2620192307692308,50928.10351858211,353071.488,0.14424303646569758,58.72888888888888,76.12676095820594,port1029,0.3054807760896539,1.0060022566872762,0.30731435012077235
4224,Puerto Cabello,Venezuela,RoRo,0.20192307692307693,2,0.10096153846153846,2880.8749061126373,32419.990235714286,0.08886106643360514,10.281111111111109,29.906481481481478,port1029,0.3380631979668695,1.0014033453455142,0.338537617382226
4225,Puerto Cabello,Venezuela,Tanker,0.27884615384615385,2,0.13942307692307693,4322.8709461538465,39794.0,0.1086312244598142,43.23388888888883,68.94469348659003,port1029,0.3380631979668695,1.0025638583075298,0.33892994410544697
4226,Puerto Cabezas,Nicaragua,Tanker,0.028846153846153848,1,0.028846153846153848,122.50811254578754,5626.843704761904,0.02177208377799991,8.552777777777777,9.587962962962964,port1030,0.290885241230837,1.000020640964459,0.29089124538276284
4227,Puerto Caldera,Chile,Container,0.057692307692307696,1,0.057692307692307696,1333.268843797175,41070.6335549062,0.03246282631639379,50.22958333333332,61.34462962962962,port1031,0.2811120340135438,1.0000684209311446,0.28113126796066695
4228,Puerto Caldera,Chile,Dry bulk,1.1153846153846154,4,0.27884615384615385,101048.95015859211,489558.0,0.20640853618691168,37.83944444444444,75.03098898467432,port1031,0.3229765366924323,1.017587858276782,0.32865700224650474
4229,Puerto Caldera,Chile,General cargo,0.2403846153846154,2,0.1201923076923077,5414.485267994505,72060.46787142857,0.07513808094689471,45.85083333333333,50.261955555555566,port1031,0.3291593262178457,1.0008484188170796,0.3294385911840262
4230,Puerto Caldera,Chile,RoRo,0.019230769230769232,1,0.019230769230769232,802.7788461538462,63539.0,0.012634426826891297,123.81194444444449,123.81194444444449,port1031,0.3373107571149983,1.0000040336353013,0.3373121177035757
4231,Puerto Caldera,Chile,Tanker,1.1346153846153846,3,0.3782051282051282,53217.14322276405,149979.0,0.3548306311067819,30.843472222222218,36.89987052730698,port1031,0.3373107571149983,1.089349742802477,0.3674493865077322
4232,Puerto Caldera,Costa Rica,Container,4.451923076923077,7,0.635989010989011,135610.70556751135,275956.08985459537,0.4914213186560452,19.171666666666653,20.43388348932085,port1032,0.293378484121422,1.237351496629806,0.3630123064066253
4233,Puerto Caldera,Costa Rica,Dry bulk,3.105769230769231,8,0.38822115384615385,142732.46990319368,412672.0,0.3458738899251553,40.13305555555555,51.763600791193696,port1032,0.3355076558318797,1.0827529206498552,0.3632718942523542
4234,Puerto Caldera,Costa Rica,General cargo,0.9519230769230769,4,0.23798076923076922,23881.88686458333,152809.0,0.15628586578397433,22.867222222222217,28.46190796857464,port1032,0.338799285750217,1.007634649514249,0.3413858995525978
4235,Puerto Caldera,Costa Rica,RoRo,1.0769230769230769,4,0.2692307692307692,24210.37067034082,206534.0,0.11722220394870007,10.169166666666667,14.15265873015873,port1032,0.338799285750217,1.0032215111820306,0.3398907314377253
